sale_id,sale_date,region,product,customer_id,units_sold,revenue
5033,2024-10-20,North America,Product D,C0896,345,55426.81
5034,2025-03-21,North America,Product D,C0644,395,45738.04
5035,2025-04-02,North America,Product A,C0448,410,110217.33
5036,2024-08-12,Middle East,Product D,C0938,412,193730.26
5037,2024-11-05,Europe,Product D,C0898,415,149400.96
5038,2024-12-11,South America,Product B,C0879,472,170706.28
5039,2025-03-26,South America,Product A,C0490,239,34381.29
5040,2024-10-23,Africa,Product C,C0908,419,134032.59
5041,2025-06-21,Europe,Product A,C0530,472,61181.1
5042,2024-11-06,Asia-Pacific,Product D,C0845,37,11969.81
5043,2025-02-24,North America,Product D,C0590,299,109180.1
5044,2024-09-26,South America,Product A,C0508,422,81789.89
5045,2025-03-03,Asia-Pacific,Product C,C0909,162,33667.11
5046,2025-02-18,Europe,Product C,C0744,412,57627.9
5047,2025-02-26,South America,Product E,C0799,207,65689.16
5048,2024-12-12,Africa,Product E,C0022,124,30875.66
5049,2024-08-25,Middle East,Product B,C0124,104,30828.69
5050,2024-11-15,North America,Product A,C0656,50,18912.74
5051,2025-06-13,Middle East,Product C,C0185,416,140202.09
5052,2025-01-07,Africa,Product D,C0932,80,24422.76
5053,2024-07-20,Middle East,Product E,C0318,351,134940.44
5054,2024-10-02,South America,Product C,C0525,292,109828.11
5055,2024-12-08,North America,Product E,C0770,470,104696.01
5056,2025-04-24,Europe,Product E,C0119,261,125277.27
5057,2025-05-31,Asia-Pacific,Product C,C0122,172,75179.04
5058,2025-06-19,Europe,Product B,C0537,88,6810.46
5059,2025-03-24,Africa,Product C,C0310,288,108061.49
5060,2025-06-25,Middle East,Product C,C0406,185,83022.32
5061,2024-10-12,Africa,Product C,C0438,63,22099.47
5062,2024-08-24,Europe,Product B,C0091,291,129968.0
5063,2025-06-21,Europe,Product A,C0734,19,1823.27
5064,2024-08-22,Africa,Product E,C0741,439,125290.62
5065,2024-08-20,South America,Product A,C0104,213,91300.39
5066,2024-12-12,South America,Product E,C0086,300,100213.28
5067,2025-01-16,Europe,Product C,C0122,381,110132.39
5068,2025-02-02,Asia-Pacific,Product C,C0494,319,158548.48
5069,2025-06-16,Europe,Product C,C0735,185,26329.67
5070,2025-01-17,Asia-Pacific,Product B,C0723,35,7543.49
5071,2025-02-06,Africa,Product D,C0009,180,43006.94
5072,2025-01-21,Middle East,Product C,C0497,36,9075.26
5073,2025-01-04,Middle East,Product E,C0042,412,90798.13
5074,2024-07-19,Asia-Pacific,Product C,C0992,287,82086.08
5075,2025-03-25,North America,Product D,C0284,256,120054.18
5076,2025-05-22,South America,Product C,C0278,214,86634.96
5077,2024-11-05,North America,Product C,C0838,120,22601.79
5078,2024-07-12,Europe,Product B,C0757,254,84954.19
5079,2025-02-09,Asia-Pacific,Product B,C0840,104,16233.87
5080,2025-03-17,Europe,Product A,C0299,56,23264.94
5081,2025-03-18,North America,Product C,C0938,332,71258.27
5082,2024-08-31,South America,Product B,C0676,13,3506.73
5083,2025-03-28,Asia-Pacific,Product C,C0874,250,22463.6
5084,2025-03-23,Africa,Product A,C0210,99,24852.81
5085,2024-07-06,Africa,Product B,C0695,304,143991.59
5086,2025-01-06,North America,Product A,C0464,430,81979.59
5087,2024-10-19,South America,Product D,C0417,373,134740.3
5088,2025-02-12,North America,Product D,C0047,270,25943.94
5089,2025-03-06,South America,Product D,C0689,162,8378.68
5090,2024-11-26,North America,Product D,C0584,305,98094.02
5091,2024-10-17,North America,Product D,C0629,348,98411.14
5092,2025-03-18,Africa,Product B,C0294,376,40659.56
5093,2025-04-28,Europe,Product D,C0965,395,138553.56
5094,2025-03-15,Europe,Product D,C0942,231,113693.35
5095,2025-03-15,Europe,Product E,C0732,53,4902.64
5096,2024-12-24,Asia-Pacific,Product C,C0763,189,63988.37
5097,2025-01-20,Europe,Product B,C0909,370,49265.32
5098,2025-04-29,Africa,Product C,C0429,227,66230.36
5099,2024-11-19,Africa,Product C,C0714,234,100907.62
5100,2024-09-28,Asia-Pacific,Product B,C0189,344,170405.49
5101,2024-10-26,Middle East,Product C,C0352,246,53173.6
5102,2024-10-16,Middle East,Product C,C0309,448,50833.88
5103,2025-05-17,Asia-Pacific,Product A,C0727,72,34330.88
5104,2024-12-03,Africa,Product E,C0642,245,56635.42
5105,2024-12-08,Middle East,Product E,C0524,256,73590.27
5106,2025-04-12,Africa,Product C,C0251,352,54757.72
5107,2024-10-05,Europe,Product D,C0002,12,2188.24
5108,2025-06-08,Europe,Product A,C0324,39,11699.68
5109,2024-08-28,Europe,Product D,C0122,205,27237.1
5110,2025-07-02,Europe,Product A,C0369,339,97732.94
5111,2025-04-19,Europe,Product D,C0112,422,163946.43
5112,2024-08-18,Africa,Product A,C0376,255,116643.76
5113,2025-06-08,North America,Product A,C0013,477,75275.56
5114,2024-12-16,Asia-Pacific,Product A,C0082,159,73097.22
5115,2025-05-05,Asia-Pacific,Product D,C0278,42,11900.15
5116,2024-11-30,South America,Product A,C0577,496,216695.36
5117,2024-11-21,North America,Product D,C0964,176,84385.04
5118,2025-05-13,Africa,Product B,C0298,387,92433.02
5119,2025-05-03,Asia-Pacific,Product A,C0017,165,64820.19
5120,2025-07-03,Europe,Product D,C0206,231,40911.34
5121,2025-03-18,North America,Product C,C0362,423,197641.33
5122,2025-02-02,Africa,Product C,C0679,50,23084.75
5123,2025-05-06,South America,Product E,C0601,390,156035.56
5124,2024-08-12,North America,Product B,C0984,21,8636.84
5125,2025-01-16,Africa,Product B,C0231,193,65877.15
5126,2025-06-07,Africa,Product E,C0149,114,45368.73
5127,2024-10-24,Asia-Pacific,Product D,C0377,87,8269.0
5128,2024-09-14,Asia-Pacific,Product D,C0863,381,143459.35
5129,2025-05-12,South America,Product A,C0362,330,100108.06
5130,2025-02-24,Europe,Product A,C0688,79,21674.34
5131,2024-08-20,Europe,Product C,C0202,99,10526.78
5132,2025-01-28,Europe,Product C,C0084,268,75832.94
5133,2024-08-04,Africa,Product A,C0268,445,216528.44
5134,2025-05-06,South America,Product C,C0581,327,82920.84
5135,2025-03-18,Middle East,Product D,C0244,10,3700.3
5136,2024-08-17,Asia-Pacific,Product C,C0378,247,40566.86
5137,2025-03-28,North America,Product C,C0543,485,238780.7
5138,2025-05-29,Middle East,Product A,C0770,120,11656.72
5139,2025-04-10,Europe,Product B,C0039,464,126239.87
5140,2024-11-06,South America,Product D,C0088,303,119310.11
5141,2024-12-06,Europe,Product C,C0164,135,62091.4
5142,2025-02-09,Europe,Product A,C0061,441,137536.57
5143,2024-08-15,South America,Product B,C0613,204,61422.54
5144,2025-01-26,Middle East,Product C,C0300,333,28490.64
5145,2025-05-14,Middle East,Product A,C0808,192,26502.83
5146,2025-02-25,Middle East,Product A,C0050,131,15474.74
5147,2024-09-27,Europe,Product A,C0734,115,44868.84
5148,2025-01-08,Africa,Product E,C0972,442,215475.28
5149,2024-09-10,Africa,Product B,C0959,367,65508.12
5150,2025-05-06,North America,Product D,C0307,104,51833.6
5151,2024-10-09,Middle East,Product D,C0065,410,199950.55
5152,2024-10-05,North America,Product A,C0293,153,64285.31
5153,2024-12-09,South America,Product A,C0999,333,27214.33
5154,2024-10-07,South America,Product B,C0046,485,229869.52
5155,2024-12-25,North America,Product E,C0915,141,55935.35
5156,2024-11-28,North America,Product D,C0774,430,115967.95
5157,2024-11-16,South America,Product E,C0852,426,128690.72
5158,2024-11-14,Europe,Product C,C0220,448,110947.37
5159,2025-01-12,South America,Product C,C0632,405,65099.03
5160,2024-08-02,Africa,Product E,C0039,182,60287.31
5161,2024-07-07,Asia-Pacific,Product D,C0490,228,71869.17
5162,2024-12-10,Middle East,Product C,C0403,431,56752.88
5163,2024-09-08,Europe,Product D,C0199,175,13099.94
5164,2024-11-06,Asia-Pacific,Product D,C0071,187,63796.83
5165,2025-05-21,North America,Product B,C0922,332,60476.76
5166,2025-05-10,North America,Product D,C0148,42,11335.74
5167,2025-03-23,Europe,Product E,C0153,194,44433.56
5168,2024-12-07,South America,Product E,C0346,232,115092.99
5169,2024-07-22,Asia-Pacific,Product D,C0029,37,7633.33
5170,2024-12-29,North America,Product A,C0623,38,3878.33
5171,2025-02-26,Europe,Product B,C0580,372,179569.65
5172,2024-12-26,North America,Product D,C0645,286,99589.18
5173,2024-11-16,Asia-Pacific,Product D,C0191,486,214073.46
5174,2025-02-15,South America,Product B,C0748,410,51801.52
5175,2025-04-29,Africa,Product E,C0884,26,2424.86
5176,2024-07-09,Africa,Product E,C0952,65,15698.62
5177,2024-12-29,Middle East,Product B,C0577,455,113160.27
5178,2024-12-09,Middle East,Product C,C0096,129,18421.32
5179,2024-12-09,Africa,Product C,C0083,106,17192.9
5180,2024-09-11,South America,Product E,C0046,304,60611.14
5181,2025-01-06,Africa,Product D,C0819,97,41789.39
5182,2024-11-08,Asia-Pacific,Product A,C0788,119,48692.01
5183,2024-12-31,Middle East,Product B,C0243,351,51115.17
5184,2024-10-22,Africa,Product C,C0745,100,11946.74
5185,2024-11-22,Asia-Pacific,Product E,C0996,134,34924.31
5186,2025-03-03,Middle East,Product E,C0211,385,161395.49
5187,2024-07-14,Asia-Pacific,Product A,C0037,38,11446.39
5188,2025-06-23,Middle East,Product C,C0420,341,104868.38
5189,2024-12-22,Middle East,Product B,C0107,50,21160.87
5190,2025-03-24,North America,Product D,C0659,263,56228.55
5191,2025-03-06,North America,Product E,C0927,34,16914.05
5192,2025-02-16,Europe,Product E,C0785,360,101499.93
5193,2024-08-28,North America,Product A,C0112,198,54425.54
5194,2025-01-31,North America,Product A,C0096,166,69491.82
5195,2025-05-01,Asia-Pacific,Product A,C0563,443,137350.77
5196,2025-02-04,Middle East,Product B,C0034,13,1164.76
5197,2024-07-10,North America,Product C,C0143,269,101885.75
5198,2024-07-16,Middle East,Product C,C0352,487,183006.35
5199,2024-09-30,Middle East,Product B,C0480,328,149222.39
5200,2025-04-29,Middle East,Product D,C0888,275,92232.91
5201,2025-05-20,Asia-Pacific,Product B,C0134,340,29130.3
5202,2024-07-13,South America,Product C,C0965,430,175247.38
5203,2024-07-06,Europe,Product E,C0543,170,60554.17
5204,2025-04-25,Asia-Pacific,Product D,C0535,240,25676.65
5205,2024-09-09,Europe,Product B,C0335,129,39008.07
5206,2024-09-11,North America,Product E,C0910,442,173610.86
5207,2025-01-05,Europe,Product C,C0342,336,91598.92
5208,2024-10-30,North America,Product B,C0755,358,109909.8
5209,2025-05-30,Africa,Product C,C0138,184,12647.36
5210,2025-03-28,North America,Product C,C0006,447,41532.11
5211,2025-03-09,North America,Product D,C0715,348,62348.38
5212,2024-10-07,North America,Product C,C0327,314,88433.53
5213,2024-09-14,Africa,Product D,C0156,208,40325.37
5214,2025-04-29,North America,Product E,C0739,119,6208.73
5215,2024-09-15,Asia-Pacific,Product E,C0046,249,107000.49
5216,2024-11-06,North America,Product B,C0375,389,134156.32
5217,2024-08-28,Asia-Pacific,Product A,C0702,370,52641.05
5218,2025-05-02,Africa,Product C,C0559,464,96742.93
5219,2024-11-20,South America,Product B,C0867,403,97902.72
5220,2024-11-05,North America,Product B,C0385,224,111644.19
5221,2025-05-26,Africa,Product B,C0521,125,56440.43
5222,2024-07-12,Africa,Product C,C0139,209,44487.45
5223,2025-04-24,Asia-Pacific,Product C,C0091,222,79900.9
5224,2024-10-05,North America,Product E,C0418,193,30870.36
5225,2025-04-23,Africa,Product C,C0168,94,29605.98
5226,2024-08-06,North America,Product B,C0170,192,11591.42
5227,2024-07-28,Africa,Product B,C0146,244,24435.9
5228,2025-01-31,North America,Product C,C0696,359,73760.56
5229,2025-03-01,Middle East,Product D,C0789,398,82212.92
5230,2024-09-27,Asia-Pacific,Product A,C0101,98,38287.78
5231,2025-02-04,Europe,Product E,C0303,74,36006.12
5232,2024-08-25,South America,Product A,C0589,33,10660.09
5233,2025-06-17,Africa,Product C,C0245,251,72907.3
5234,2025-03-10,North America,Product E,C0670,38,3169.25
5235,2024-08-04,Africa,Product D,C0331,50,5225.31
5236,2025-02-03,North America,Product A,C0854,309,34388.58
5237,2025-06-30,South America,Product B,C0251,106,8583.31
5238,2024-11-30,Africa,Product C,C0222,69,18749.24
5239,2025-02-18,North America,Product E,C0301,260,122646.49
5240,2025-01-31,Africa,Product B,C0124,211,60197.96
5241,2024-07-26,Asia-Pacific,Product A,C0766,330,82012.06
5242,2024-11-18,Middle East,Product C,C0912,444,43038.04
5243,2025-05-04,Europe,Product A,C0962,438,138478.15
5244,2025-06-14,North America,Product C,C0086,127,11963.18
5245,2025-06-19,Middle East,Product A,C0708,452,215133.49
5246,2024-09-21,North America,Product B,C0622,286,74241.04
5247,2025-02-06,North America,Product E,C0592,248,105828.54
5248,2025-03-29,South America,Product C,C0747,334,83206.55
5249,2025-04-14,Asia-Pacific,Product E,C0196,266,111737.22
5250,2024-08-30,North America,Product D,C0641,248,16814.76
5251,2024-08-04,Africa,Product A,C0280,417,64735.08
5252,2024-07-31,Europe,Product C,C0775,272,35837.37
5253,2025-02-02,Europe,Product D,C0362,330,88197.09
5254,2024-10-06,Middle East,Product C,C0784,465,224447.92
5255,2024-11-29,South America,Product B,C0666,107,22105.04
5256,2025-07-02,Asia-Pacific,Product D,C0795,498,148728.18
5257,2024-09-22,North America,Product D,C0136,148,52444.38
5258,2024-10-05,Asia-Pacific,Product E,C0940,214,102512.24
5259,2025-05-04,Middle East,Product E,C0584,401,22498.66
5260,2025-05-05,North America,Product C,C0582,417,156736.78
5261,2025-07-04,Middle East,Product B,C0037,244,88924.86
5262,2025-04-28,Asia-Pacific,Product B,C0345,469,215623.47
5263,2025-03-14,North America,Product E,C0650,153,25199.33
5264,2024-09-25,North America,Product A,C0838,423,130847.72
5265,2024-11-29,South America,Product C,C0596,273,105907.89
5266,2024-10-25,North America,Product B,C0861,379,27796.91
5267,2024-12-26,Middle East,Product C,C0824,276,117648.24
5268,2024-07-25,Middle East,Product E,C0929,395,193360.3
5269,2024-10-27,South America,Product B,C0599,141,54876.11
5270,2025-04-11,Europe,Product A,C0443,29,9741.99
5271,2025-03-03,Europe,Product E,C0128,41,8847.18
5272,2025-05-27,Europe,Product D,C0007,159,74229.93
5273,2025-03-29,Africa,Product A,C0771,407,53416.08
5274,2024-07-13,Asia-Pacific,Product A,C0508,321,129787.43
5275,2024-09-29,South America,Product C,C0762,332,120769.44
5276,2025-03-29,Europe,Product C,C0510,168,65241.27
5277,2025-04-01,Europe,Product B,C0843,75,17126.33
5278,2024-10-23,Europe,Product D,C0729,493,59271.22
5279,2025-03-19,Middle East,Product D,C0652,263,14879.85
5280,2024-10-07,Europe,Product A,C0447,80,14371.62
5281,2025-01-08,Middle East,Product A,C0876,320,48330.3
5282,2024-11-02,South America,Product E,C0145,59,15005.43
5283,2024-08-13,North America,Product E,C0684,258,86906.75
5284,2024-07-18,Middle East,Product B,C0173,327,146279.5
5285,2024-12-29,Africa,Product C,C0147,106,39515.28
5286,2024-10-23,Africa,Product C,C0103,342,110860.08
5287,2025-06-11,Africa,Product C,C0647,267,43174.7
5288,2025-06-20,Africa,Product B,C0623,196,52672.98
5289,2025-03-21,South America,Product C,C0836,499,159820.35
5290,2024-07-21,North America,Product B,C0946,207,51697.78
5291,2024-08-25,Middle East,Product D,C0406,415,142152.18
5292,2025-03-27,Europe,Product A,C0131,420,208609.53
5293,2025-06-21,South America,Product A,C0429,356,155928.5
5294,2024-09-24,Asia-Pacific,Product D,C0392,336,66009.45
5295,2024-08-09,Africa,Product B,C0881,313,117748.14
5296,2024-10-13,Asia-Pacific,Product A,C0026,123,21425.16
5297,2025-06-09,Europe,Product A,C0255,77,8253.26
5298,2025-05-12,Africa,Product B,C0522,301,54259.34
5299,2024-09-03,Africa,Product B,C0003,439,91922.09
5300,2025-05-22,Europe,Product A,C0138,254,114396.45
5301,2024-08-25,Middle East,Product B,C0889,135,9526.47
5302,2025-03-07,North America,Product B,C0781,176,85082.24
5303,2024-08-30,Middle East,Product C,C0111,131,43794.68
5304,2024-09-04,South America,Product E,C0047,459,207739.98
5305,2024-11-12,Europe,Product D,C0254,387,169213.55
5306,2024-11-03,Asia-Pacific,Product D,C0522,403,124180.94
5307,2024-08-20,Africa,Product E,C0678,367,36419.3
5308,2024-11-18,North America,Product D,C0715,498,64262.78
5309,2025-06-07,Europe,Product A,C0258,51,22210.75
5310,2024-09-25,Africa,Product A,C0127,94,13292.31
5311,2024-11-11,Middle East,Product C,C0545,45,19335.76
5312,2024-10-20,South America,Product D,C0535,327,94217.36
5313,2025-01-05,Middle East,Product D,C0291,432,96253.22
5314,2024-11-30,Middle East,Product B,C0129,397,174760.97
5315,2024-11-04,Asia-Pacific,Product E,C0094,427,85690.4
5316,2025-01-22,Asia-Pacific,Product E,C0811,181,23423.3
5317,2024-10-22,Middle East,Product E,C0036,12,913.01
5318,2025-05-21,North America,Product A,C0212,18,5500.22
5319,2025-05-05,Africa,Product D,C0264,460,60392.75
5320,2025-04-23,Europe,Product D,C0142,454,198348.23
5321,2024-08-09,Asia-Pacific,Product A,C0365,247,21563.76
5322,2025-01-11,Asia-Pacific,Product C,C0464,70,31773.68
5323,2024-12-18,Europe,Product C,C0756,77,23033.27
5324,2024-09-18,North America,Product A,C0810,199,68809.55
5325,2025-06-23,Asia-Pacific,Product E,C0818,21,2706.51
5326,2025-02-20,South America,Product A,C0546,93,12866.1
5327,2025-03-17,Europe,Product B,C0894,450,136911.97
5328,2024-12-19,Middle East,Product B,C0815,213,28849.35
5329,2025-05-26,Europe,Product E,C0695,79,25198.24
5330,2024-07-22,North America,Product C,C0621,109,22004.91
5331,2025-06-07,Europe,Product D,C0287,386,22837.67
5332,2025-05-02,South America,Product C,C0913,333,42446.21
5333,2025-01-01,Africa,Product A,C0322,308,57718.16
5334,2024-08-25,Europe,Product D,C0843,354,112662.97
5335,2025-03-15,Asia-Pacific,Product D,C0014,69,29481.93
5336,2024-07-22,Middle East,Product D,C0807,17,3152.22
5337,2024-10-13,Asia-Pacific,Product C,C0256,472,233605.44
5338,2025-05-04,South America,Product B,C0272,14,4999.17
5339,2025-04-23,South America,Product C,C0833,329,22892.5
5340,2025-04-26,Africa,Product C,C0049,480,55598.29
5341,2024-09-29,Middle East,Product A,C0851,36,3745.43
5342,2025-04-09,Africa,Product E,C0128,163,27896.06
5343,2024-11-23,North America,Product A,C0595,164,11465.83
5344,2025-06-02,North America,Product E,C0841,362,35776.36
5345,2024-09-03,Europe,Product E,C0342,20,5954.62
5346,2024-12-22,South America,Product E,C0353,423,45228.81
5347,2024-09-24,Africa,Product D,C0070,53,8410.24
5348,2025-03-15,North America,Product C,C0541,30,3234.25
5349,2025-06-03,North America,Product D,C0147,429,110050.94
5350,2025-06-16,Europe,Product C,C0742,430,82330.49
5351,2025-05-01,North America,Product B,C0301,43,16633.02
5352,2024-08-08,Africa,Product A,C0991,199,83917.35
5353,2025-07-02,South America,Product E,C0367,408,196829.91
5354,2024-08-03,Europe,Product B,C0029,168,68341.94
5355,2025-01-24,North America,Product E,C0053,472,73093.37
5356,2025-06-26,Africa,Product D,C0713,378,80992.13
5357,2024-08-25,Europe,Product D,C0961,336,127413.09
5358,2024-11-07,North America,Product B,C0604,369,20252.4
5359,2025-02-04,Asia-Pacific,Product D,C0853,168,36832.13
5360,2024-07-25,Middle East,Product E,C0861,232,16410.72
5361,2025-06-07,South America,Product B,C0941,70,9966.73
5362,2024-10-15,Middle East,Product E,C0984,291,89113.22
5363,2024-11-24,South America,Product D,C0630,200,39398.78
5364,2024-09-28,Europe,Product E,C0837,448,78691.15
5365,2024-07-30,Asia-Pacific,Product E,C0768,126,47866.04
5366,2025-05-15,South America,Product E,C0381,86,39500.87
5367,2024-11-20,Africa,Product C,C0637,361,166183.77
5368,2024-09-11,Europe,Product A,C0780,319,136550.55
5369,2024-10-13,Europe,Product C,C0863,341,99896.75
5370,2024-08-10,North America,Product E,C0117,489,112906.94
5371,2024-11-30,South America,Product E,C0658,142,44933.46
5372,2024-12-24,Europe,Product E,C0195,397,81890.85
5373,2025-03-09,Middle East,Product C,C0663,106,40678.71
5374,2024-10-14,Europe,Product A,C0549,180,16421.63
5375,2025-01-12,South America,Product A,C0773,350,34017.79
5376,2025-01-24,Middle East,Product E,C0310,79,24984.19
5377,2025-05-24,Africa,Product A,C0582,279,30956.98
5378,2024-09-26,North America,Product C,C0695,287,51342.91
5379,2024-10-25,North America,Product E,C0688,155,18153.56
5380,2024-09-02,North America,Product D,C0320,442,183858.31
5381,2025-06-01,Asia-Pacific,Product D,C0331,493,101936.18
5382,2025-01-07,Europe,Product D,C0279,382,112144.08
5383,2024-07-18,North America,Product C,C0765,345,35992.94
5384,2024-11-19,Europe,Product B,C0403,304,117635.47
5385,2025-03-26,Middle East,Product A,C0769,46,10048.36
5386,2025-06-15,Asia-Pacific,Product E,C0354,203,58860.5
5387,2025-03-23,Africa,Product A,C0795,406,47422.64
5388,2024-09-16,North America,Product E,C0135,448,76459.22
5389,2024-12-23,Middle East,Product C,C0203,411,91565.29
5390,2024-09-06,North America,Product D,C0059,281,54604.76
5391,2024-08-31,South America,Product B,C0382,474,170576.71
5392,2024-12-06,South America,Product E,C0507,51,3859.45
5393,2025-02-03,Middle East,Product D,C0436,269,23393.94
5394,2024-11-10,North America,Product C,C0559,440,107509.27
5395,2025-03-30,Asia-Pacific,Product E,C0092,180,56202.11
5396,2025-04-13,Europe,Product D,C0898,228,38386.97
5397,2025-06-14,North America,Product C,C0534,82,32262.3
5398,2024-11-07,Asia-Pacific,Product D,C0847,38,15251.23
5399,2025-04-22,North America,Product C,C0319,281,133324.27
5400,2024-10-02,North America,Product D,C0279,62,14682.75
5401,2024-12-28,South America,Product E,C0163,176,46215.5
5402,2024-09-29,North America,Product D,C0975,243,97391.61
5403,2024-08-02,North America,Product D,C0056,212,34840.24
5404,2025-05-29,Asia-Pacific,Product C,C0265,478,213260.12
5405,2025-06-15,Middle East,Product D,C0967,132,46709.29
5406,2024-12-02,North America,Product D,C0197,408,178004.65
5407,2025-01-21,Asia-Pacific,Product B,C0373,184,24970.84
5408,2024-08-11,Middle East,Product E,C0332,114,19184.04
5409,2024-07-23,Europe,Product C,C0638,301,121098.49
5410,2024-09-05,Africa,Product C,C0112,255,34827.17
5411,2024-10-31,Africa,Product B,C0647,97,47558.96
5412,2025-01-12,South America,Product C,C0408,66,11650.7
5413,2025-04-26,Africa,Product D,C0506,290,29415.53
5414,2024-12-24,South America,Product D,C0894,228,61925.81
5415,2025-06-29,Africa,Product B,C0031,452,99125.4
5416,2025-04-04,North America,Product D,C0533,217,41336.59
5417,2025-04-28,Africa,Product B,C0461,216,18997.26
5418,2025-06-04,North America,Product E,C0177,279,17645.92
5419,2025-06-30,South America,Product E,C0144,488,144120.82
5420,2024-08-10,North America,Product E,C0461,34,7575.03
5421,2024-10-18,South America,Product E,C0052,135,22514.11
5422,2025-01-16,Europe,Product E,C0440,486,58044.17
5423,2024-11-01,Europe,Product C,C0011,179,32166.71
5424,2025-03-30,North America,Product A,C0227,85,17508.05
5425,2024-12-05,South America,Product B,C0275,96,29141.79
5426,2024-10-10,Asia-Pacific,Product B,C0516,356,64308.64
5427,2025-03-30,South America,Product C,C0911,75,15898.38
5428,2024-12-19,Asia-Pacific,Product E,C0956,42,12808.15
5429,2025-02-16,Asia-Pacific,Product E,C0935,408,102866.12
5430,2025-02-09,Europe,Product B,C0262,395,165732.87
5431,2025-02-24,South America,Product B,C0035,268,21217.19
5432,2025-04-02,North America,Product A,C0513,481,149660.51
5433,2024-11-11,Asia-Pacific,Product D,C0649,173,15423.57
5434,2024-10-13,North America,Product C,C0232,320,45764.65
5435,2024-07-26,Middle East,Product D,C0995,43,11882.38
5436,2025-05-09,Africa,Product D,C0019,58,15968.86
5437,2025-01-17,North America,Product C,C0341,85,30235.55
5438,2025-03-30,North America,Product C,C0093,101,40668.47
5439,2024-10-24,North America,Product D,C0699,262,118320.92
5440,2024-07-31,North America,Product A,C0621,17,5828.6
5441,2024-10-04,Africa,Product A,C0993,232,115051.69
5442,2025-05-04,Europe,Product B,C0513,133,7716.14
5443,2025-04-24,South America,Product D,C0547,176,54047.86
5444,2025-05-15,Middle East,Product B,C0653,48,8481.87
5445,2024-07-06,Asia-Pacific,Product A,C0497,37,14398.95
5446,2024-11-25,Middle East,Product A,C0827,18,6537.51
5447,2025-03-08,Asia-Pacific,Product C,C0439,43,6740.37
5448,2024-10-08,North America,Product C,C0781,159,35870.74
5449,2024-08-30,North America,Product B,C0374,444,74210.23
5450,2024-11-14,Middle East,Product E,C0919,299,59499.03
5451,2024-11-02,Middle East,Product B,C0309,155,15564.16
5452,2024-09-12,Africa,Product B,C0993,165,33690.62
5453,2024-12-29,Asia-Pacific,Product A,C0738,177,28548.53
5454,2025-02-25,Africa,Product C,C0366,291,144505.39
5455,2025-01-09,Asia-Pacific,Product D,C0800,454,128345.65
5456,2024-10-29,North America,Product B,C0766,58,19768.02
5457,2024-07-17,Asia-Pacific,Product E,C0269,169,20806.69
5458,2025-01-02,South America,Product E,C0442,301,61233.13
5459,2025-06-09,North America,Product E,C0492,51,4224.24
5460,2025-05-08,Europe,Product C,C0481,84,11288.55
5461,2024-09-12,Africa,Product A,C0110,333,68736.31
5462,2024-10-15,Europe,Product B,C0612,230,61917.48
5463,2025-01-14,North America,Product D,C0793,430,209943.98
5464,2025-06-20,South America,Product C,C0834,344,153180.61
5465,2025-02-02,North America,Product A,C0991,264,29138.11
5466,2025-05-22,South America,Product E,C0036,105,36181.68
5467,2025-04-10,Europe,Product A,C0794,132,39522.85
5468,2025-05-24,Africa,Product A,C0778,288,50241.13
5469,2024-11-25,Middle East,Product B,C0077,285,140555.53
5470,2025-05-02,South America,Product D,C0931,40,5975.0
5471,2025-03-03,North America,Product C,C0007,482,196886.66
5472,2024-07-31,South America,Product D,C0575,276,70864.89
5473,2025-02-27,Europe,Product D,C0785,489,197665.2
5474,2024-12-10,Africa,Product C,C0191,387,68471.45
5475,2025-02-01,South America,Product D,C0472,206,84417.86
5476,2025-05-01,Europe,Product D,C0176,383,117151.06
5477,2024-08-30,Africa,Product E,C0807,122,39804.62
5478,2024-11-05,Asia-Pacific,Product C,C0382,245,15351.92
5479,2025-02-22,South America,Product B,C0743,315,144707.58
5480,2025-05-11,Asia-Pacific,Product A,C0723,171,21152.37
5481,2025-02-19,Africa,Product B,C0930,201,16569.26
5482,2025-06-24,North America,Product C,C0940,454,180410.92
5483,2024-11-06,South America,Product E,C0371,126,60619.42
5484,2024-10-13,Middle East,Product A,C0098,30,5806.46
5485,2024-09-02,North America,Product E,C0077,318,78049.67
5486,2024-10-12,Middle East,Product A,C0107,15,3275.42
5487,2024-12-05,Asia-Pacific,Product B,C0723,105,47809.01
5488,2024-11-29,North America,Product C,C0215,194,66096.88
5489,2024-10-22,Asia-Pacific,Product E,C0299,280,78706.14
5490,2024-12-22,Africa,Product D,C0592,331,86944.96
5491,2024-12-31,North America,Product E,C0815,93,27697.57
5492,2025-04-26,Africa,Product A,C0700,182,34567.87
5493,2025-01-15,Africa,Product D,C0706,402,33647.12
5494,2024-10-21,North America,Product B,C0173,151,26382.83
5495,2025-04-16,Europe,Product E,C0597,346,131111.97
5496,2025-03-05,South America,Product D,C0275,175,27852.75
5497,2025-01-24,Africa,Product E,C0319,270,101431.09
5498,2024-08-04,Asia-Pacific,Product A,C0654,427,118517.47
5499,2025-02-02,North America,Product B,C0770,58,10270.89
5500,2025-04-13,Asia-Pacific,Product B,C0592,498,43217.83
5501,2025-04-20,Africa,Product A,C0397,392,117746.35
5502,2025-02-25,Europe,Product B,C0930,367,145157.65
5503,2024-12-11,Asia-Pacific,Product C,C0957,383,19872.27
5504,2025-01-16,South America,Product B,C0172,312,27957.14
5505,2025-03-05,South America,Product C,C0077,104,37115.29
